fid,STATEFP,COUNTYFP,COUNTYNS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,MTFCC,CSAFP,CBSAFP,METDIVFP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,census_med_income,census_pov_stat_pop,census_below_pov_line_prev_yr,census_state,census_county,census_pov_rate,pop_dense,field_1,lat,long,tot_num_serv_connects_sdwis,tot_num_serv_connects,tot_num_sl_w_lead,no_lead_serv_connects,unk_mat_serv_connects,pct_lsl_calc
"235","18","005","00451683","18005",Bartholomew,Bartholomew County,"06",H1,G4020,"294","18020",,A,"1053869826","6814131","+39.2058430","-085.8979988","30105","79835","9870","18","5",12.36,"0","191",39.295764,-85.949615,"5249",5180,,3885,1295,
"236","18","005","00451683","18005",Bartholomew,Bartholomew County,"06",H1,G4020,"294","18020",,A,"1053869826","6814131","+39.2058430","-085.8979988","30105","79835","9870","18","5",12.36,"0","298",39.302044,-85.767772,"830",850,0,850,,0
"237","18","005","00451683","18005",Bartholomew,Bartholomew County,"06",H1,G4020,"294","18020",,A,"1053869826","6814131","+39.2058430","-085.8979988","30105","79835","9870","18","5",12.36,"0","645",39.200675,-85.975591,"3071",,,,,
"238","18","005","00451683","18005",Bartholomew,Bartholomew County,"06",H1,G4020,"294","18020",,A,"1053869826","6814131","+39.2058430","-085.8979988","30105","79835","9870","18","5",12.36,"0","683",39.243043,-85.896494,"170",,,,,
"239","18","017","00450339","18017",Cass,Cass County,"06",H1,G4020,,"30900",,A,"1067475985","6974423","+40.7537986","-086.3551685","26171","37299","5170","18","17",13.86,"0","14",40.723864,-86.286764,"81",,,,,
"240","18","017","00450339","18017",Cass,Cass County,"06",H1,G4020,,"30900",,A,"1067475985","6974423","+40.7537986","-086.3551685","26171","37299","5170","18","17",13.86,"0","150",40.756121,-86.395374,"47",,,,,
"241","18","017","00450339","18017",Cass,Cass County,"06",H1,G4020,,"30900",,A,"1067475985","6974423","+40.7537986","-086.3551685","26171","37299","5170","18","17",13.86,"0","169",40.578928,-86.190272,"98",86,0,86,0,0
"242","18","017","00450339","18017",Cass,Cass County,"06",H1,G4020,,"30900",,A,"1067475985","6974423","+40.7537986","-086.3551685","26171","37299","5170","18","17",13.86,"0","233",40.578928,-86.190272,"639",,,,,
"243","18","017","00450339","18017",Cass,Cass County,"06",H1,G4020,,"30900",,A,"1067475985","6974423","+40.7537986","-086.3551685","26171","37299","5170","18","17",13.86,"0","287",40.770847,-86.347761,"48",48,,48,,
"244","18","017","00450339","18017",Cass,Cass County,"06",H1,G4020,,"30900",,A,"1067475985","6974423","+40.7537986","-086.3551685","26171","37299","5170","18","17",13.86,"0","372",40.766384,-86.535308,"31",31,0,,31,0
"245","18","017","00450339","18017",Cass,Cass County,"06",H1,G4020,,"30900",,A,"1067475985","6974423","+40.7537986","-086.3551685","26171","37299","5170","18","17",13.86,"0","408",40.754233,-86.362541,"7330",7330,,3343,3987,
"246","18","017","00450339","18017",Cass,Cass County,"06",H1,G4020,,"30900",,A,"1067475985","6974423","+40.7537986","-086.3551685","26171","37299","5170","18","17",13.86,"0","420",40.72847,-86.290949,"86",77,,77,,
"247","18","017","00450339","18017",Cass,Cass County,"06",H1,G4020,,"30900",,A,"1067475985","6974423","+40.7537986","-086.3551685","26171","37299","5170","18","17",13.86,"0","599",40.864877,-86.4988,"424",424,400,24,400,94.34
"248","18","017","00450339","18017",Cass,Cass County,"06",H1,G4020,,"30900",,A,"1067475985","6974423","+40.7537986","-086.3551685","26171","37299","5170","18","17",13.86,"0","730",40.660873,-86.24194,"480",,,,,
"249","18","015","00450406","18015",Carroll,Carroll County,"06",H1,G4020,"320","29200",,A,"964054634","7239098","+40.5849801","-086.5651412","28203","19796","2015","18","15",10.18,"0","73",40.608649,-86.540001,"282",285,0,203,82,0
"250","18","015","00450406","18015",Carroll,Carroll County,"06",H1,G4020,"320","29200",,A,"964054634","7239098","+40.5849801","-086.5651412","28203","19796","2015","18","15",10.18,"0","172",40.586369,-86.67237,"1200",1200,,400,800,
"251","18","015","00450406","18015",Carroll,Carroll County,"06",H1,G4020,"320","29200",,A,"964054634","7239098","+40.5849801","-086.5651412","28203","19796","2015","18","15",10.18,"0","218",40.548104,-86.523737,"995",,,,,
"252","18","015","00450406","18015",Carroll,Carroll County,"06",H1,G4020,"320","29200",,A,"964054634","7239098","+40.5849801","-086.5651412","28203","19796","2015","18","15",10.18,"0","687",40.71163,-86.751213,"82",,,,,
"253","18","107","00450374","18107",Montgomery,Montgomery County,"06",H1,G4020,"294","18820",,A,"1306954200","2144021","+40.0402962","-086.8927145","27387","36733","3734","18","107",10.17,"0","163",40.109903,-86.776572,"317",319,0,319,0,0
"254","18","107","00450374","18107",Montgomery,Montgomery County,"06",H1,G4020,"294","18820",,A,"1306954200","2144021","+40.0402962","-086.8927145","27387","36733","3734","18","107",10.17,"0","307",40.0516,-86.845284,"5919",6055,155,5900,0,2.56
"255","18","107","00450374","18107",Montgomery,Montgomery County,"06",H1,G4020,"294","18820",,A,"1306954200","2144021","+40.0402962","-086.8927145","27387","36733","3734","18","107",10.17,"0","329",39.877119,-87.04498,"220",213,13,200,0,6.1
"256","18","107","00450374","18107",Montgomery,Montgomery County,"06",H1,G4020,"294","18820",,A,"1306954200","2144021","+40.0402962","-086.8927145","27387","36733","3734","18","107",10.17,"0","367",39.913369,-86.80026,"445",,,,,
"257","18","107","00450374","18107",Montgomery,Montgomery County,"06",H1,G4020,"294","18820",,A,"1306954200","2144021","+40.0402962","-086.8927145","27387","36733","3734","18","107",10.17,"0","404",40.188094,-86.903896,"347",,,,321,
"258","18","107","00450374","18107",Montgomery,Montgomery County,"06",H1,G4020,"294","18820",,A,"1306954200","2144021","+40.0402962","-086.8927145","27387","36733","3734","18","107",10.17,"0","481",39.95391,-86.919212,"283",,,,,
"259","18","107","00450374","18107",Montgomery,Montgomery County,"06",H1,G4020,"294","18820",,A,"1306954200","2144021","+40.0402962","-086.8927145","27387","36733","3734","18","107",10.17,"0","483",40.177966,-86.992436,"155",147,,,147,
"260","18","107","00450374","18107",Montgomery,Montgomery County,"06",H1,G4020,"294","18820",,A,"1306954200","2144021","+40.0402962","-086.8927145","27387","36733","3734","18","107",10.17,"0","744",40.087541,-87.059731,"433",,,,,
"261","18","051","00450354","18051",Gibson,Gibson County,"06",H1,G4020,,,,A,"1262606254","30223915","+38.3173981","-087.5805231","27511","32727","3497","18","51",10.69,"0","221",38.238203,-87.560846,"1407",1400,,1300,100,
"262","18","051","00450354","18051",Gibson,Gibson County,"06",H1,G4020,,,,A,"1262606254","30223915","+38.3173981","-087.5805231","27511","32727","3497","18","51",10.69,"0","227",38.332269,-87.445295,"372",,,,,
"263","18","051","00450354","18051",Gibson,Gibson County,"06",H1,G4020,,,,A,"1262606254","30223915","+38.3173981","-087.5805231","27511","32727","3497","18","51",10.69,"0","244",38.173478,-87.559104,"1740",1720,0,1720,0,0
"264","18","051","00450354","18051",Gibson,Gibson County,"06",H1,G4020,,,,A,"1262606254","30223915","+38.3173981","-087.5805231","27511","32727","3497","18","51",10.69,"0","275",38.205007,-87.574821,"868",841,,841,,
"265","18","051","00450354","18051",Gibson,Gibson County,"06",H1,G4020,,,,A,"1262606254","30223915","+38.3173981","-087.5805231","27511","32727","3497","18","51",10.69,"0","277",38.489045,-87.542875,"147",,,,,
"266","18","051","00450354","18051",Gibson,Gibson County,"06",H1,G4020,,,,A,"1262606254","30223915","+38.3173981","-087.5805231","27511","32727","3497","18","51",10.69,"0","502",38.336425,-87.35164,"1163",,,,,
"267","18","051","00450354","18051",Gibson,Gibson County,"06",H1,G4020,,,,A,"1262606254","30223915","+38.3173981","-087.5805231","27511","32727","3497","18","51",10.69,"0","520",38.27226,-87.690989,"850",850,150,300,400,17.65
"268","18","051","00450354","18051",Gibson,Gibson County,"06",H1,G4020,,,,A,"1262606254","30223915","+38.3173981","-087.5805231","27511","32727","3497","18","51",10.69,"0","528",38.406991,-87.585579,"380",380,,,380,
"269","18","051","00450354","18051",Gibson,Gibson County,"06",H1,G4020,,,,A,"1262606254","30223915","+38.3173981","-087.5805231","27511","32727","3497","18","51",10.69,"0","542",38.338659,-87.345013,"3308",3300,600,200,,18.18
"270","18","051","00450354","18051",Gibson,Gibson County,"06",H1,G4020,,,,A,"1262606254","30223915","+38.3173981","-087.5805231","27511","32727","3497","18","51",10.69,"0","561",38.354997,-87.566601,"4350",4350,,,4350,
"271","18","165","00450397","18165",Vermillion,Vermillion County,"06",H1,G4020,,"45460",,A,"665311748","7904759","+39.8540452","-087.4620713","25257","15369","2066","18","165",13.44,"0","87",39.984085,-87.494685,"574",574,43,415,112,7.49
"272","18","165","00450397","18165",Vermillion,Vermillion County,"06",H1,G4020,,"45460",,A,"665311748","7904759","+39.8540452","-087.4620713","25257","15369","2066","18","165",13.44,"0","110",39.952251,-87.46192,"15",,,,,
"273","18","165","00450397","18165",Vermillion,Vermillion County,"06",H1,G4020,,"45460",,A,"665311748","7904759","+39.8540452","-087.4620713","25257","15369","2066","18","165",13.44,"0","118",39.658985,-87.464104,"840",830,0,830,,0
"274","18","165","00450397","18165",Vermillion,Vermillion County,"06",H1,G4020,,"45460",,A,"665311748","7904759","+39.8540452","-087.4620713","25257","15369","2066","18","165",13.44,"0","119",39.660954,-87.39927,"1954",1964,0,500,1464,0
"275","18","165","00450397","18165",Vermillion,Vermillion County,"06",H1,G4020,,"45460",,A,"665311748","7904759","+39.8540452","-087.4620713","25257","15369","2066","18","165",13.44,"0","161",39.804535,-87.494653,"15",,,,,
"276","18","165","00450397","18165",Vermillion,Vermillion County,"06",H1,G4020,,"45460",,A,"665311748","7904759","+39.8540452","-087.4620713","25257","15369","2066","18","165",13.44,"0","210",39.68313,-87.408881,"640",630,,630,,
"277","18","165","00450397","18165",Vermillion,Vermillion County,"06",H1,G4020,,"45460",,A,"665311748","7904759","+39.8540452","-087.4620713","25257","15369","2066","18","165",13.44,"0","214",39.733528,-87.477798,"834",,,,,
"278","18","165","00450397","18165",Vermillion,Vermillion County,"06",H1,G4020,,"45460",,A,"665311748","7904759","+39.8540452","-087.4620713","25257","15369","2066","18","165",13.44,"0","286",39.785871,-87.390295,"265",,,,,
"279","18","165","00450397","18165",Vermillion,Vermillion County,"06",H1,G4020,,"45460",,A,"665311748","7904759","+39.8540452","-087.4620713","25257","15369","2066","18","165",13.44,"0","485",39.834192,-87.43122,"46",7,0,4,3,0
"280","18","165","00450397","18165",Vermillion,Vermillion County,"06",H1,G4020,,"45460",,A,"665311748","7904759","+39.8540452","-087.4620713","25257","15369","2066","18","165",13.44,"0","486",39.886814,-87.404636,"272",,,,,
"281","18","165","00450397","18165",Vermillion,Vermillion County,"06",H1,G4020,,"45460",,A,"665311748","7904759","+39.8540452","-087.4620713","25257","15369","2066","18","165",13.44,"0","536",40.051427,-87.433348,"238",,,,,
"282","18","165","00450397","18165",Vermillion,Vermillion County,"06",H1,G4020,,"45460",,A,"665311748","7904759","+39.8540452","-087.4620713","25257","15369","2066","18","165",13.44,"0","652",39.709203,-87.521409,"345",,,,,
"283","18","165","00450397","18165",Vermillion,Vermillion County,"06",H1,G4020,,"45460",,A,"665311748","7904759","+39.8540452","-087.4620713","25257","15369","2066","18","165",13.44,"0","708",39.626004,-87.456122,"197",,,,,
"284","18","165","00450397","18165",Vermillion,Vermillion County,"06",H1,G4020,,"45460",,A,"665311748","7904759","+39.8540452","-087.4620713","25257","15369","2066","18","165",13.44,"0","721",39.643165,-87.399214,"1",1,0,0,1,0
"285","18","065","00450359","18065",Henry,Henry County,"06",H1,G4020,"294","35220",,A,"1014954735","7655289","+39.9295911","-085.3973629","24931","45046","7253","18","65",16.1,"0","71",39.87738,-85.426821,"21",,,,,
"286","18","065","00450359","18065",Henry,Henry County,"06",H1,G4020,"294","35220",,A,"1014954735","7655289","+39.9295911","-085.3973629","24931","45046","7253","18","65",16.1,"0","85",39.917924,-85.446787,"330",,,,,
"287","18","065","00450359","18065",Henry,Henry County,"06",H1,G4020,"294","35220",,A,"1014954735","7655289","+39.9295911","-085.3973629","24931","45046","7253","18","65",16.1,"0","249",39.976996,-85.394166,"150",,,,,
"288","18","065","00450359","18065",Henry,Henry County,"06",H1,G4020,"294","35220",,A,"1014954735","7655289","+39.9295911","-085.3973629","24931","45046","7253","18","65",16.1,"0","331",39.918911,-85.41874,"63",63,0,63,0,0
"289","18","065","00450359","18065",Henry,Henry County,"06",H1,G4020,"294","35220",,A,"1014954735","7655289","+39.9295911","-085.3973629","24931","45046","7253","18","65",16.1,"0","357",39.794914,-85.524885,"1052",,,,,
"290","18","065","00450359","18065",Henry,Henry County,"06",H1,G4020,"294","35220",,A,"1014954735","7655289","+39.9295911","-085.3973629","24931","45046","7253","18","65",16.1,"0","397",39.807019,-85.352445,"199",199,,,199,
"291","18","065","00450359","18065",Henry,Henry County,"06",H1,G4020,"294","35220",,A,"1014954735","7655289","+39.9295911","-085.3973629","24931","45046","7253","18","65",16.1,"0","439",40.051829,-85.536887,"986",1000,50,150,800,5
"292","18","065","00450359","18065",Henry,Henry County,"06",H1,G4020,"294","35220",,A,"1014954735","7655289","+39.9295911","-085.3973629","24931","45046","7253","18","65",16.1,"0","464",40.004398,-85.386597,"168",,,,,
"293","18","065","00450359","18065",Henry,Henry County,"06",H1,G4020,"294","35220",,A,"1014954735","7655289","+39.9295911","-085.3973629","24931","45046","7253","18","65",16.1,"0","475",39.964883,-85.37203,"10",27,0,6,21,0
"294","18","065","00450359","18065",Henry,Henry County,"06",H1,G4020,"294","35220",,A,"1014954735","7655289","+39.9295911","-085.3973629","24931","45046","7253","18","65",16.1,"0","476",39.931045,-85.379726,"8500",8345,1252,1669,5424,15
"295","18","065","00450359","18065",Henry,Henry County,"06",H1,G4020,"294","35220",,A,"1014954735","7655289","+39.9295911","-085.3973629","24931","45046","7253","18","65",16.1,"0","626",39.891959,-85.576327,"400",400,,,400,
"296","18","065","00450359","18065",Henry,Henry County,"06",H1,G4020,"294","35220",,A,"1014954735","7655289","+39.9295911","-085.3973629","24931","45046","7253","18","65",16.1,"0","647",39.838606,-85.437759,"450",450,,450,,
"297","18","049","00450353","18049",Fulton,Fulton County,"06",H1,G4020,,,,A,"954146361","7426329","+41.0503837","-086.2650060","24625","19915","2655","18","49",13.33,"0","2",41.03847,-86.032879,"500",481,,405,76,
"298","18","049","00450353","18049",Fulton,Fulton County,"06",H1,G4020,,,,A,"954146361","7426329","+41.0503837","-086.2650060","24625","19915","2655","18","49",13.33,"0","137",41.051105,-86.229424,"28",,,,,
"299","18","049","00450353","18049",Fulton,Fulton County,"06",H1,G4020,,,,A,"954146361","7426329","+41.0503837","-086.2650060","24625","19915","2655","18","49",13.33,"0","351",41.016155,-86.414638,"311",311,,311,,
"300","18","049","00450353","18049",Fulton,Fulton County,"06",H1,G4020,,,,A,"954146361","7426329","+41.0503837","-086.2650060","24625","19915","2655","18","49",13.33,"0","589",41.064765,-86.215833,"3661",5100,,,5100,
"301","18","049","00450353","18049",Fulton,Fulton County,"06",H1,G4020,,,,A,"954146361","7426329","+41.0503837","-086.2650060","24625","19915","2655","18","49",13.33,"0","704",41.064765,-86.215833,"16",,,,,
"302","18","127","00450382","18127",Porter,Porter County,"06",H1,G4020,"176","16980","23844",A,"1082777926","268688087","+41.5099149","-087.0713128","31449","163173","17954","18","127",11,"0","27",41.472644,-87.030529,"99",,,,,
"303","18","127","00450382","18127",Porter,Porter County,"06",H1,G4020,"176","16980","23844",A,"1082777926","268688087","+41.5099149","-087.0713128","31449","163173","17954","18","127",11,"0","220",41.472592,-87.029707,"228",,,,,
"304","18","127","00450382","18127",Porter,Porter County,"06",H1,G4020,"176","16980","23844",A,"1082777926","268688087","+41.5099149","-087.0713128","31449","163173","17954","18","127",11,"0","278",41.318648,-87.200309,"1376",1296,,1296,,
"305","18","127","00450382","18127",Porter,Porter County,"06",H1,G4020,"176","16980","23844",A,"1082777926","268688087","+41.5099149","-087.0713128","31449","163173","17954","18","127",11,"0","295",41.536202,-87.125034,"18",,,,,
"306","18","127","00450382","18127",Porter,Porter County,"06",H1,G4020,"176","16980","23844",A,"1082777926","268688087","+41.5099149","-087.0713128","31449","163173","17954","18","127",11,"0","362",41.313045,-87.028229,"783",816,0,796,30,0
"307","18","127","00450382","18127",Porter,Porter County,"06",H1,G4020,"176","16980","23844",A,"1082777926","268688087","+41.5099149","-087.0713128","31449","163173","17954","18","127",11,"0","365",41.507518,-87.03873,"904",917,0,917,0,0
"308","18","127","00450382","18127",Porter,Porter County,"06",H1,G4020,"176","16980","23844",A,"1082777926","268688087","+41.5099149","-087.0713128","31449","163173","17954","18","127",11,"0","398",41.550075,-87.051274,"222",,,,,
"309","18","127","00450382","18127",Porter,Porter County,"06",H1,G4020,"176","16980","23844",A,"1082777926","268688087","+41.5099149","-087.0713128","31449","163173","17954","18","127",11,"0","419",41.472465,-87.029705,"51",,,,,
"310","18","127","00450382","18127",Porter,Porter County,"06",H1,G4020,"176","16980","23844",A,"1082777926","268688087","+41.5099149","-087.0713128","31449","163173","17954","18","127",11,"0","508",41.618236,-87.190112,"630",,,,,
"311","18","127","00450382","18127",Porter,Porter County,"06",H1,G4020,"176","16980","23844",A,"1082777926","268688087","+41.5099149","-087.0713128","31449","163173","17954","18","127",11,"0","659",41.548955,-87.090236,"14",,,,,
"312","18","127","00450382","18127",Porter,Porter County,"06",H1,G4020,"176","16980","23844",A,"1082777926","268688087","+41.5099149","-087.0713128","31449","163173","17954","18","127",11,"0","715",41.477179,-87.058172,"13795",14151,703,13192,256,4.97
"313","18","127","00450382","18127",Porter,Porter County,"06",H1,G4020,"176","16980","23844",A,"1082777926","268688087","+41.5099149","-087.0713128","31449","163173","17954","18","127",11,"0","776",41.592764,-87.192592,"36",,,,,
"314","18","055","00451676","18055",Greene,Greene County,"06",H1,G4020,,,,A,"1404983930","8919620","+39.0471466","-087.0047712","25286","31993","4114","18","55",12.86,"0","192",39.027588,-86.937035,"6862",6864,1127,5735,0,16.42
"315","18","055","00451676","18055",Greene,Greene County,"06",H1,G4020,,,,A,"1404983930","8919620","+39.0471466","-087.0047712","25286","31993","4114","18","55",12.86,"0","202",39.034767,-87.165846,"1347",1800,0,0,1800,0
"316","18","055","00451676","18055",Greene,Greene County,"06",H1,G4020,,,,A,"1404983930","8919620","+39.0471466","-087.0047712","25286","31993","4114","18","55",12.86,"0","343",39.162862,-87.201749,"2200",1650,0,1300,350,0
"317","18","055","00451676","18055",Greene,Greene County,"06",H1,G4020,,,,A,"1404983930","8919620","+39.0471466","-087.0047712","25286","31993","4114","18","55",12.86,"0","405",39.03308,-87.166557,"3218",,,,,
"318","18","055","00451676","18055",Greene,Greene County,"06",H1,G4020,,,,A,"1404983930","8919620","+39.0471466","-087.0047712","25286","31993","4114","18","55",12.86,"0","416",38.972191,-87.082404,"470",,,,,
"319","18","055","00451676","18055",Greene,Greene County,"06",H1,G4020,,,,A,"1404983930","8919620","+39.0471466","-087.0047712","25286","31993","4114","18","55",12.86,"0","484",39.035,-87.053,"90",110,0,110,,0
"320","18","055","00451676","18055",Greene,Greene County,"06",H1,G4020,,,,A,"1404983930","8919620","+39.0471466","-087.0047712","25286","31993","4114","18","55",12.86,"0","619",39.118069,-86.759593,"44",,,,,
"321","18","055","00451676","18055",Greene,Greene County,"06",H1,G4020,,,,A,"1404983930","8919620","+39.0471466","-087.0047712","25286","31993","4114","18","55",12.86,"0","679",39.03482,-87.054912,"348",250,0,250,,0
"322","18","139","00446854","18139",Rush,Rush County,"06",H1,G4020,,,,A,"1057035404","872270","+39.6223572","-085.4664031","27455","16523","3027","18","139",18.32,"0","9",39.496644,-85.46909,"294",300,0,200,100,0
"323","18","139","00446854","18139",Rush,Rush County,"06",H1,G4020,,,,A,"1057035404","872270","+39.6223572","-085.4664031","27455","16523","3027","18","139",18.32,"0","247",39.625881,-85.300244,"122",150,0,145,5,0
"324","18","139","00446854","18139",Rush,Rush County,"06",H1,G4020,,,,A,"1057035404","872270","+39.6223572","-085.4664031","27455","16523","3027","18","139",18.32,"0","297",39.766924,-85.516945,"25",28,0,28,0,0
"325","18","139","00446854","18139",Rush,Rush County,"06",H1,G4020,,,,A,"1057035404","872270","+39.6223572","-085.4664031","27455","16523","3027","18","139",18.32,"0","603",39.609532,-85.447468,"2753",,,,,
"326","18","163","00450396","18163",Vanderburgh,Vanderburgh County,"06",H1,G4020,,"21780",,A,"605228197","7654554","+38.0200703","-087.5861659","25759","175128","31506","18","163",17.99,"0","207",37.988214,-87.518081,"60000",60000,1300,58700,0,2.17
"327","18","163","00450396","18163",Vanderburgh,Vanderburgh County,"06",H1,G4020,,"21780",,A,"605228197","7654554","+38.0200703","-087.5861659","25759","175128","31506","18","163",17.99,"0","243",38.098387,-87.602553,"4703",4651,0,4651,0,0
"328","18","081","00450365","18081",Johnson,Johnson County,"06",H1,G4020,"294","26900",,A,"829909465","3525572","+39.4959859","-086.0946003","32682","146807","13820","18","81",9.41,"0","32",39.521386,-86.168272,"13000",11000,0,11000,0,0
"329","18","081","00450365","18081",Johnson,Johnson County,"06",H1,G4020,"294","26900",,A,"829909465","3525572","+39.4959859","-086.0946003","32682","146807","13820","18","81",9.41,"0","74",39.353888,-85.966788,"205",,,,,
"330","18","081","00450365","18081",Johnson,Johnson County,"06",H1,G4020,"294","26900",,A,"829909465","3525572","+39.4959859","-086.0946003","32682","146807","13820","18","81",9.41,"0","140",39.47753,-86.08003,"20",,,,,
"331","18","081","00450365","18081",Johnson,Johnson County,"06",H1,G4020,"294","26900",,A,"829909465","3525572","+39.4959859","-086.0946003","32682","146807","13820","18","81",9.41,"0","195",39.353907,-85.965078,"1892",1891,300,1182,409,15.86
"332","18","081","00450365","18081",Johnson,Johnson County,"06",H1,G4020,"294","26900",,A,"829909465","3525572","+39.4959859","-086.0946003","32682","146807","13820","18","81",9.41,"0","309",39.619891,-86.081502,"30226",30000,778,29222,,2.59
"333","18","081","00450365","18081",Johnson,Johnson County,"06",H1,G4020,"294","26900",,A,"829909465","3525572","+39.4959859","-086.0946003","32682","146807","13820","18","81",9.41,"0","320",39.634274,-86.094017,"31405",34183,233,33721,279,0.68
"334","18","081","00450365","18081",Johnson,Johnson County,"06",H1,G4020,"294","26900",,A,"829909465","3525572","+39.4959859","-086.0946003","32682","146807","13820","18","81",9.41,"0","334",39.472929,-86.044727,"62",62,0,62,0,0
"335","18","081","00450365","18081",Johnson,Johnson County,"06",H1,G4020,"294","26900",,A,"829909465","3525572","+39.4959859","-086.0946003","32682","146807","13820","18","81",9.41,"0","560",39.362272,-86.084714,"1679",1700,0,1700,0,0
"336","18","081","00450365","18081",Johnson,Johnson County,"06",H1,G4020,"294","26900",,A,"829909465","3525572","+39.4959859","-086.0946003","32682","146807","13820","18","81",9.41,"0","698",39.415397,-86.150625,"441",,,,,
"337","18","081","00450365","18081",Johnson,Johnson County,"06",H1,G4020,"294","26900",,A,"829909465","3525572","+39.4959859","-086.0946003","32682","146807","13820","18","81",9.41,"0","755",39.549766,-86.079182,"1708",1706,0,1706,0,0
"338","18","119","00450379","18119",Owen,Owen County,"06",H1,G4020,"144","14020",,A,"997910783","6566402","+39.3173394","-086.8388453","26830","20689","3230","18","119",15.61,"0","35",39.281968,-86.765401,"3800",3716,,2581,1135,
"339","18","119","00450379","18119",Owen,Owen County,"06",H1,G4020,"144","14020",,A,"997910783","6566402","+39.3173394","-086.8388453","26830","20689","3230","18","119",15.61,"0","252",39.349647,-86.664334,"372",362,,146,216,
"340","18","119","00450379","18119",Owen,Owen County,"06",H1,G4020,"144","14020",,A,"997910783","6566402","+39.3173394","-086.8388453","26830","20689","3230","18","119",15.61,"0","661",39.374863,-86.804,"18",,,,,
"341","18","023","00450342","18023",Clinton,Clinton County,"06",H1,G4020,"320","23140",,A,"1049119206","461117","+40.3059440","-086.4775665","26634","31596","4187","18","23",13.25,"0","123",40.193802,-86.667924,"269",247,0,247,0,0
"342","18","023","00450342","18023",Clinton,Clinton County,"06",H1,G4020,"320","23140",,A,"1049119206","461117","+40.3059440","-086.4775665","26634","31596","4187","18","23",13.25,"0","135",40.278539,-86.483079,"60",,,,,
"343","18","023","00450342","18023",Clinton,Clinton County,"06",H1,G4020,"320","23140",,A,"1049119206","461117","+40.3059440","-086.4775665","26634","31596","4187","18","23",13.25,"0","228",40.266839,-86.539305,"6900",7000,1500,5000,500,21.43
"344","18","023","00450342","18023",Clinton,Clinton County,"06",H1,G4020,"320","23140",,A,"1049119206","461117","+40.3059440","-086.4775665","26634","31596","4187","18","23",13.25,"0","356",40.192979,-86.359832,"325",500,0,500,0,0
"345","18","023","00450342","18023",Clinton,Clinton County,"06",H1,G4020,"320","23140",,A,"1049119206","461117","+40.3059440","-086.4775665","26634","31596","4187","18","23",13.25,"0","466",40.34448,-86.665282,"510",510,,510,0,
"346","18","023","00450342","18023",Clinton,Clinton County,"06",H1,G4020,"320","23140",,A,"1049119206","461117","+40.3059440","-086.4775665","26634","31596","4187","18","23",13.25,"0","598",40.416798,-86.595246,"680",700,0,700,0,0
"347","18","023","00450342","18023",Clinton,Clinton County,"06",H1,G4020,"320","23140",,A,"1049119206","461117","+40.3059440","-086.4775665","26634","31596","4187","18","23",13.25,"0","686",40.305171,-86.364842,"14",14,0,14,0,0
"348","18","059","00450357","18059",Hancock,Hancock County,"06",H1,G4020,"294","26900",,A,"792563315","2628056","+39.8225298","-085.7731618","34828","72048","5037","18","59",6.99,"0","223",39.934374,-85.840695,"1700",,,,,
"349","18","059","00450357","18059",Hancock,Hancock County,"06",H1,G4020,"294","26900",,A,"792563315","2628056","+39.8225298","-085.7731618","34828","72048","5037","18","59",6.99,"0","259",39.780987,-85.766264,"7677",8044,,7698,346,
"350","18","059","00450357","18059",Hancock,Hancock County,"06",H1,G4020,"294","26900",,A,"792563315","2628056","+39.8225298","-085.7731618","34828","72048","5037","18","59",6.99,"0","667",39.785838,-85.73197,"180",,,,,
"351","18","059","00450357","18059",Hancock,Hancock County,"06",H1,G4020,"294","26900",,A,"792563315","2628056","+39.8225298","-085.7731618","34828","72048","5037","18","59",6.99,"0","773",39.797837,-85.942091,"106",,,,,
"352","18","135","00446853","18135",Randolph,Randolph County,"06",H1,G4020,,,,A,"1171656639","2420286","+40.1640793","-085.0057896","25211","24710","4209","18","135",17.03,"0","212",40.187822,-85.127468,"670",660,,,660,
"353","18","135","00446853","18135",Randolph,Randolph County,"06",H1,G4020,,,,A,"1171656639","2420286","+40.1640793","-085.0057896","25211","24710","4209","18","135",17.03,"0","332",40.171721,-84.96749,"2012",2300,1039,1261,0,45.17
"354","18","135","00446853","18135",Randolph,Randolph County,"06",H1,G4020,,,,A,"1171656639","2420286","+40.1640793","-085.0057896","25211","24710","4209","18","135",17.03,"0","364",40.024213,-85.182743,"187",201,0,201,,0
"355","18","135","00446853","18135",Randolph,Randolph County,"06",H1,G4020,,,,A,"1171656639","2420286","+40.1640793","-085.0057896","25211","24710","4209","18","135",17.03,"0","414",40.049769,-84.939685,"509",,,,,
"356","18","135","00446853","18135",Randolph,Randolph County,"06",H1,G4020,,,,A,"1171656639","2420286","+40.1640793","-085.0057896","25211","24710","4209","18","135",17.03,"0","526",40.178958,-85.199767,"563",561,0,161,400,0
"357","18","135","00446853","18135",Randolph,Randolph County,"06",H1,G4020,,,,A,"1171656639","2420286","+40.1640793","-085.0057896","25211","24710","4209","18","135",17.03,"0","579",40.289211,-85.028857,"360",,,,,
"358","18","135","00446853","18135",Randolph,Randolph County,"06",H1,G4020,,,,A,"1171656639","2420286","+40.1640793","-085.0057896","25211","24710","4209","18","135",17.03,"0","583",40.274773,-85.214606,"25",,,,,
